spotify_id,name,artists,daily_rank,daily_movement,weekly_movement,country,snapshot_date,popularity,is_explicit,duration_ms,album_name,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,average_song
3WOhcATHxK2SLNeP5W3v1v,Guess featuring Billie Eilish,"Charli xcx, Billie Eilish",25,25,-3,CA,2024-09-12,92,False,143330,Guess featuring Billie Eilish,2024-08-01,0.776,0.667,7,-6.622,1,0.0983,0.0146,0.3,0.0761,0.618,130.019,4,Higher
5iJKGpnFfvbjZJeAtwXfCj,28,Zach Bryan,26,1,-1,CA,2024-09-12,86,False,233333,The Great American Bar Scene,2024-07-04,0.492,0.519,7,-6.886,1,0.0288,0.227,8.47e-05,0.0693,0.435,80.868,3,Lower
5AJ9hqTS2wcFQCELCFRO7A,MILLION DOLLAR BABY,Tommy Richman,27,-4,-4,CA,2024-09-12,93,False,155151,MILLION DOLLAR BABY,2024-04-26,0.852,0.697,1,-5.52,0,0.0439,0.0973,0.00037,0.0678,0.919,138.029,4,Higher
3Pbp7cUCx4d3OAkZSCoNvn,Scared To Start,Michael Marcagi,28,-4,-2,CA,2024-09-12,88,False,159636,Scared To Start,2024-01-12,0.527,0.551,7,-11.258,1,0.0345,0.384,2.75e-06,0.403,0.443,148.035,4,Higher
7K3BhSpAxZBznislvUMVtn,Last Night,Morgan Wallen,29,2,-2,CA,2024-09-12,83,True,163854,One Thing At A Time,2023-03-03,0.492,0.673,6,-5.431,1,0.0347,0.413,0.0,0.137,0.488,203.812,4,Higher
3Vr3zh0r7ALn8VLqCiRR10,Stargazing,Myles Smith,30,-1,-6,CA,2024-09-12,92,False,172533,Stargazing,2024-05-10,0.635,0.601,1,-6.129,0,0.0295,0.246,0.0,0.11,0.332,123.994,4,Lower
102YUQbYmwdBXS7jwamI90,Good Graces,Sabrina Carpenter,31,-3,-10,CA,2024-09-12,89,True,185265,Short n' Sweet,2024-08-23,0.758,0.759,5,-5.315,1,0.0479,0.329,3.96e-06,0.144,0.732,126.012,4,About_Average
51eSHglvG1RJXtL3qI5trr,Slow It Down,Benson Boone,32,1,-1,CA,2024-09-12,89,False,161831,Fireworks & Rollerblades,2024-04-05,0.432,0.583,8,-4.682,1,0.0687,0.174,0.0,0.0933,0.544,181.489,4,Higher
2Dct3GykKZ58hpWRFfe2Qd,Heading South,Zach Bryan,33,3,9,CA,2024-09-12,85,True,171692,Heading South,2019-09-30,0.68,0.246,4,-14.112,1,0.058,0.783,0.0,0.106,0.388,110.23,4,Lower
7fveJ3pk1eSfxBdVkzdXZ0,Cowgirls (feat. ERNEST),"Morgan Wallen, ERNEST",34,-2,5,CA,2024-09-12,86,False,181621,One Thing At A Time,2023-03-03,0.621,0.779,8,-3.777,1,0.0361,0.216,8.62e-06,0.165,0.399,172.037,4,Higher
7Fzl7QaTu47WyP9R5S5mh5,Lies Lies Lies,Morgan Wallen,35,-1,-5,CA,2024-09-12,86,False,198068,Lies Lies Lies,2024-07-05,0.486,0.702,1,-5.758,0,0.0298,0.239,7.54e-05,0.0912,0.382,81.053,4,Lower
1XBYiRV30ykHw5f4wm6qEn,NIGHTS LIKE THIS,The Kid LAROI,36,1,0,CA,2024-09-12,89,False,86983,THE FIRST TIME,2023-11-10,0.482,0.757,6,-4.586,1,0.0355,0.0137,0.0016,0.143,0.12,142.579,4,Lower
2nLtzopw4rPReszdYBJU6h,Numb,Linkin Park,37,10,13,CA,2024-09-12,87,False,187520,Meteora,2003-09-16,0.488,0.87,6,-4.185,0,0.0421,0.00353,0.0,0.484,0.211,110.072,4,Higher
6me7F0aaZjwDo6RJ5MrfBD,Evergreen,Richy Mitch & The Coal Miners,38,12,12,CA,2024-09-12,88,False,87000,RMCM,2017-05-17,0.555,0.216,3,-11.661,1,0.0721,0.557,0.00416,0.109,0.504,79.109,3,Lower
3QaPy1KgI7nu9FJEQUgn6h,WILDFLOWER,Billie Eilish,39,5,11,CA,2024-09-12,91,False,261466,HIT ME HARD AND SOFT,2024-05-17,0.467,0.247,6,-12.002,0,0.0431,0.612,0.000271,0.17,0.126,148.101,4,Lower
4pkb8SbRGeHAvdb87v9rpf,Miles On It,"Marshmello, Kane Brown",40,-5,-2,CA,2024-09-12,84,False,168355,Miles On It,2024-05-03,0.634,0.761,5,-4.752,1,0.0472,0.00537,0.0,0.549,0.785,129.963,4,Higher
1CDQzbCz4KSQxHe7LMEgRM,Houdini,Eminem,41,-1,0,CA,2024-09-12,82,True,227032,The Death of Slim Shady (Coup De Grâce),2024-07-12,0.936,0.878,9,-2.798,0,0.0723,0.0283,2.31e-06,0.0689,0.902,126.992,4,Higher
2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,The Neighbourhood,42,-3,7,CA,2024-09-12,91,False,240400,I Love You.,2013-04-19,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4,About_Average
1eroCliWpJrEu1V7VSObcO,Circadian Rhythm,Drake,43,2,-9,CA,2024-09-12,78,True,126356,100 GIGS,2024-08-30,0.694,0.574,1,-6.144,0,0.0483,0.193,0.0,0.082,0.286,146.007,4,Lower
6StwwqB84sJeLr7tZDTxEX,Guy For That (Feat. Luke Combs),"Post Malone, Luke Combs",44,-6,-9,CA,2024-09-12,80,False,164011,F-1 Trillion,2024-08-15,0.611,0.911,8,-4.106,1,0.0647,0.0061,0.0,0.135,0.495,119.986,4,Higher
1k2pQc5i348DCHwbn5KTdc,Pink Pony Club,Chappell Roan,45,-3,-1,CA,2024-09-12,88,False,258034,The Rise and Fall of a Midwest Princess,2023-09-22,0.61,0.65,6,-6.199,1,0.0474,0.399,0.0,0.11,0.507,106.719,4,About_Average
1SjsVdSXpwm1kTdYEHoPIT,Sun to Me,Zach Bryan,46,4,4,CA,2024-09-12,84,False,163031,American Heartbreak,2022-05-20,0.505,0.27,9,-9.165,0,0.0333,0.593,0.0,0.133,0.557,98.721,4,Lower
21B4gaTWnTkuSh77iWEXdS,Juno,Sabrina Carpenter,47,-6,-18,CA,2024-09-12,88,True,223192,Short n' Sweet,2024-08-23,0.633,0.725,5,-4.257,1,0.0427,0.0461,0.0,0.205,0.64,130.504,4,About_Average
1560osUcXrnov6yuOjXvc1,No Face,Drake,48,2,-11,CA,2024-09-12,79,True,137142,No Face,2024-08-31,0.853,0.69,10,-5.858,1,0.0647,0.0771,0.0,0.0835,0.471,125.951,4,Higher
6MzofobZt2dm0Kf1hTThFz,Diet Pepsi,Addison Rae,49,-6,1,CA,2024-09-12,83,False,169697,Diet Pepsi,2024-08-09,0.669,0.561,10,-6.538,1,0.0411,0.495,0.00962,0.0954,0.841,150.069,4,About_Average
5RKQ5NdjSh2QzD4MaunT91,Don't Stop Believin' (2022 Remaster),Journey,50,0,0,CA,2024-09-12,86,False,249600,Escape (2022 Remaster),1981-07-17,0.505,0.754,4,-7.435,1,0.0366,0.132,0.0,0.204,0.51,119.204,4,About_Average
5G2f63n7IPVPPjfNIGih7Q,Taste,Sabrina Carpenter,1,0,0,CA,2024-09-11,94,False,157279,Short n' Sweet,2024-08-23,0.674,0.907,3,-4.086,1,0.064,0.101,0.0,0.297,0.721,112.964,4,Higher
5fZJQrFKWQLb7FpJXZ1g7K,A Bar Song (Tipsy),Shaboozey,2,0,0,CA,2024-09-11,88,True,171291,"Where I've Been, Isn't Where I'm Going",2024-05-31,0.722,0.706,9,-4.857,1,0.0292,0.072,0.0,0.067,0.599,80.969,4,About_Average
2plbrEY59IikOBgBGLjaoe,Die With A Smile,"Lady Gaga, Bruno Mars",3,0,0,CA,2024-09-11,98,False,251667,Die With A Smile,2024-08-16,0.521,0.592,6,-7.777,0,0.0304,0.308,0.0,0.122,0.535,157.969,3,Lower
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,4,0,3,CA,2024-09-11,100,False,210373,HIT ME HARD AND SOFT,2024-05-17,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4,About_Average
5IZXB5IKAD2qlvTPJYDCFB,I Had Some Help (Feat. Morgan Wallen),"Post Malone, Morgan Wallen",5,0,1,CA,2024-09-11,85,True,178205,F-1 Trillion,2024-08-15,0.644,0.874,0,-4.723,1,0.0265,0.0113,0.0,0.227,0.753,128.017,4,Higher
2qSkIjg1o9h3YT9RAgYN75,Espresso,Sabrina Carpenter,6,0,-1,CA,2024-09-11,97,True,175459,Espresso,2024-04-12,0.701,0.76,0,-5.478,1,0.0285,0.107,6.54e-05,0.185,0.69,103.969,4,About_Average
0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",Chappell Roan,7,0,1,CA,2024-09-11,97,False,218423,"Good Luck, Babe!",2024-04-05,0.7,0.582,11,-5.96,0,0.0356,0.0502,0.0,0.0881,0.785,116.712,4,Lower
5N3hjp1WNayUPZrA8kJmJP,Please Please Please,Sabrina Carpenter,8,0,-4,CA,2024-09-11,96,True,186365,Please Please Please,2024-06-06,0.669,0.586,9,-6.073,1,0.054,0.274,0.0,0.104,0.579,107.071,4,About_Average
1UHS8Rf6h5Ar3CDWRd3wjF,Bed Chem,Sabrina Carpenter,9,1,0,CA,2024-09-11,91,False,171869,Short n' Sweet,2024-08-23,0.739,0.727,11,-5.968,0,0.0426,0.0678,0.0,0.104,0.676,94.99,4,Lower
3xkHsmpQCBMytMJNiDf3Ii,Beautiful Things,Benson Boone,10,-1,0,CA,2024-09-11,91,False,180304,Fireworks & Rollerblades,2024-04-05,0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,3,Lower
2PnlsTsOTLE5jnBnNe2K0A,The Emptiness Machine,Linkin Park,11,0,39,CA,2024-09-11,86,True,190427,The Emptiness Machine,2024-09-05,0.466,0.872,7,-3.344,1,0.0336,0.0156,0.0,0.121,0.806,184.115,4,Higher
2uqYupMHANxnwgeiXTZXzd,Austin (Boots Stop Workin'),Dasha,12,0,-1,CA,2024-09-11,91,True,171782,What Happens Now?,2024-02-16,0.756,0.672,0,-6.743,1,0.0522,0.464,3.37e-06,0.108,0.739,114.935,4,About_Average
0mflMxspEfB0VbI1kyLiAv,Stick Season,Noah Kahan,13,1,2,CA,2024-09-11,89,False,182346,Stick Season,2022-10-14,0.664,0.5,9,-6.935,1,0.0651,0.799,0.0,0.0966,0.801,117.896,4,Higher
5Z0UnEtpLDQyYlWwgi8m9C,Too Sweet,Hozier,14,36,-2,CA,2024-09-11,88,False,251424,Unreal Unearth: Unheard,2024-03-22,0.741,0.62,10,-5.505,1,0.0412,0.0295,0.000809,0.0398,0.934,117.038,4,Higher
6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,Kendrick Lamar,15,2,5,CA,2024-09-11,94,True,274192,Not Like Us,2024-05-04,0.898,0.472,1,-7.001,1,0.0776,0.0107,0.0,0.141,0.214,101.061,4,Higher
4KULAymBBJcPRpk1yO4dOG,I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",16,-1,3,CA,2024-09-11,88,False,227195,Zach Bryan,2023-08-25,0.429,0.453,0,-7.746,1,0.0459,0.554,2e-06,0.102,0.155,77.639,4,Lower
6GG4yyk3UATdBfTHVgI8PB,Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,17,-1,-4,CA,2024-09-11,86,False,210950,Ain't No Love In Oklahoma (From Twisters: The Album),2024-05-16,0.487,0.658,5,-9.973,1,0.0296,0.00877,0.00777,0.1,0.282,142.18,4,About_Average
17phhZDn6oGtzMe56NuWvj,Lose Control,Teddy Swims,18,0,-2,CA,2024-09-11,91,False,210688,I've Tried Everything But Therapy (Part 1),2023-09-15,0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,3,Lower
4ZJ4vzLQekI0WntDbanNC7,Pink Skies,Zach Bryan,19,0,-2,CA,2024-09-11,88,False,194920,Pink Skies,2024-05-24,0.525,0.488,0,-6.909,1,0.038,0.191,5.14e-05,0.135,0.253,84.999,4,About_Average
0OA00aPt3BV10qeMIs3meW,Big Dawgs,"Hanumankind, Kalmi",20,1,-6,CA,2024-09-11,93,True,190666,Big Dawgs,2024-07-09,0.464,0.745,4,-3.202,0,0.161,0.0235,0.0,0.363,0.262,180.098,4,Higher
0UYnhUfnUj5adChuAXvLUB,Sailor Song,Gigi Perez,21,-1,10,CA,2024-09-11,87,False,211978,Sailor Song,2024-07-26,0.492,0.416,11,-10.439,1,0.0254,0.686,8.61e-05,0.203,0.297,94.926,4,Higher
4xdBrk0nFZaP54vvZj0yx7,HOT TO GO!,Chappell Roan,22,0,-1,CA,2024-09-11,92,False,184841,The Rise and Fall of a Midwest Princess,2023-09-22,0.742,0.757,6,-4.981,1,0.0421,0.0187,0.0,0.305,0.957,139.982,4,Higher
5AJ9hqTS2wcFQCELCFRO7A,MILLION DOLLAR BABY,Tommy Richman,23,0,0,CA,2024-09-11,93,False,155151,MILLION DOLLAR BABY,2024-04-26,0.852,0.697,1,-5.52,0,0.0439,0.0973,0.00037,0.0678,0.919,138.029,4,Higher
3Pbp7cUCx4d3OAkZSCoNvn,Scared To Start,Michael Marcagi,24,0,5,CA,2024-09-11,88,False,159636,Scared To Start,2024-01-12,0.527,0.551,7,-11.258,1,0.0345,0.384,2.75e-06,0.403,0.443,148.035,4,Higher
7qbJ4Dh8xuYUFdAWL8SFPK,Guess featuring Billie Eilish,"Charli xcx, Billie Eilish",25,25,-3,CA,2024-09-11,74,False,143330,Guess featuring Billie Eilish,2024-08-01,0.78,0.713,0,-4.493,1,0.0888,0.0167,0.206,0.144,0.615,130.034,4,Higher
51rfRCiUSvxXlCSCfIztBy,"I Love You, I'm Sorry",Gracie Abrams,26,1,4,CA,2024-09-11,88,True,157146,The Secret of Us,2024-06-21,0.53,0.406,10,-7.507,1,0.033,0.656,0.0,0.133,0.338,115.94,3,Lower
5iJKGpnFfvbjZJeAtwXfCj,28,Zach Bryan,27,1,-2,CA,2024-09-11,86,False,233333,The Great American Bar Scene,2024-07-04,0.492,0.519,7,-6.886,1,0.0288,0.227,8.47e-05,0.0693,0.435,80.868,3,Lower
102YUQbYmwdBXS7jwamI90,Good Graces,Sabrina Carpenter,28,3,-10,CA,2024-09-11,89,True,185265,Short n' Sweet,2024-08-23,0.758,0.759,5,-5.315,1,0.0479,0.329,3.96e-06,0.144,0.732,126.012,4,About_Average
3Vr3zh0r7ALn8VLqCiRR10,Stargazing,Myles Smith,29,-4,-5,CA,2024-09-11,92,False,172533,Stargazing,2024-05-10,0.635,0.601,1,-6.129,0,0.0295,0.246,0.0,0.11,0.332,123.994,4,Lower
3WMj8moIAXJhHsyLaqIIHI,Something in the Orange,Zach Bryan,30,-1,-4,CA,2024-09-11,87,False,228013,Something in the Orange,2022-04-22,0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,3,Lower
7K3BhSpAxZBznislvUMVtn,Last Night,Morgan Wallen,31,-1,-3,CA,2024-09-11,83,True,163854,One Thing At A Time,2023-03-03,0.492,0.673,6,-5.431,1,0.0347,0.413,0.0,0.137,0.488,203.812,4,Higher
7fveJ3pk1eSfxBdVkzdXZ0,Cowgirls (feat. ERNEST),"Morgan Wallen, ERNEST",32,1,5,CA,2024-09-11,86,False,181621,One Thing At A Time,2023-03-03,0.621,0.779,8,-3.777,1,0.0361,0.216,8.62e-06,0.165,0.399,172.037,4,Higher
51eSHglvG1RJXtL3qI5trr,Slow It Down,Benson Boone,33,-1,0,CA,2024-09-11,89,False,161831,Fireworks & Rollerblades,2024-04-05,0.432,0.583,8,-4.682,1,0.0687,0.174,0.0,0.0933,0.544,181.489,4,Higher
7Fzl7QaTu47WyP9R5S5mh5,Lies Lies Lies,Morgan Wallen,34,1,1,CA,2024-09-11,86,False,198068,Lies Lies Lies,2024-07-05,0.486,0.702,1,-5.758,0,0.0298,0.239,7.54e-05,0.0912,0.382,81.053,4,Lower
4pkb8SbRGeHAvdb87v9rpf,Miles On It,"Marshmello, Kane Brown",35,1,3,CA,2024-09-11,84,False,168355,Miles On It,2024-05-03,0.634,0.761,5,-4.752,1,0.0472,0.00537,0.0,0.549,0.785,129.963,4,Higher
2Dct3GykKZ58hpWRFfe2Qd,Heading South,Zach Bryan,36,1,7,CA,2024-09-11,85,True,171692,Heading South,2019-09-30,0.68,0.246,4,-14.112,1,0.058,0.783,0.0,0.106,0.388,110.23,4,Lower
1XBYiRV30ykHw5f4wm6qEn,NIGHTS LIKE THIS,The Kid LAROI,37,-3,-3,CA,2024-09-11,89,False,86983,THE FIRST TIME,2023-11-10,0.482,0.757,6,-4.586,1,0.0355,0.0137,0.0016,0.143,0.12,142.579,4,Lower
6StwwqB84sJeLr7tZDTxEX,Guy For That (Feat. Luke Combs),"Post Malone, Luke Combs",38,1,2,CA,2024-09-11,80,False,164011,F-1 Trillion,2024-08-15,0.611,0.911,8,-4.106,1,0.0647,0.0061,0.0,0.135,0.495,119.986,4,Higher
2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,The Neighbourhood,39,-1,11,CA,2024-09-11,91,False,240400,I Love You.,2013-04-19,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4,About_Average
1CDQzbCz4KSQxHe7LMEgRM,Houdini,Eminem,40,3,2,CA,2024-09-11,82,True,227032,The Death of Slim Shady (Coup De Grâce),2024-07-12,0.936,0.878,9,-2.798,0,0.0723,0.0283,2.31e-06,0.0689,0.902,126.992,4,Higher
21B4gaTWnTkuSh77iWEXdS,Juno,Sabrina Carpenter,41,-1,-14,CA,2024-09-11,88,True,223192,Short n' Sweet,2024-08-23,0.633,0.725,5,-4.257,1,0.0427,0.0461,0.0,0.205,0.64,130.504,4,About_Average
1k2pQc5i348DCHwbn5KTdc,Pink Pony Club,Chappell Roan,42,2,4,CA,2024-09-11,88,False,258034,The Rise and Fall of a Midwest Princess,2023-09-22,0.61,0.65,6,-6.199,1,0.0474,0.399,0.0,0.11,0.507,106.719,4,About_Average
6MzofobZt2dm0Kf1hTThFz,Diet Pepsi,Addison Rae,43,-2,7,CA,2024-09-11,83,False,169697,Diet Pepsi,2024-08-09,0.669,0.561,10,-6.538,1,0.0411,0.495,0.00962,0.0954,0.841,150.069,4,About_Average
3QaPy1KgI7nu9FJEQUgn6h,WILDFLOWER,Billie Eilish,44,1,6,CA,2024-09-11,90,False,261466,HIT ME HARD AND SOFT,2024-05-17,0.467,0.247,6,-12.002,0,0.0431,0.612,0.000271,0.17,0.126,148.101,4,Lower
1eroCliWpJrEu1V7VSObcO,Circadian Rhythm,Drake,45,-3,-9,CA,2024-09-11,77,True,126356,100 GIGS,2024-08-30,0.694,0.574,1,-6.144,0,0.0483,0.193,0.0,0.082,0.286,146.007,4,Lower
331l3xABO0HMr1Kkyh2LZq,I Don't Wanna Wait,"David Guetta, OneRepublic",46,0,4,CA,2024-09-11,90,False,149667,I Don't Wanna Wait,2024-04-05,0.681,0.714,1,-4.617,0,0.0309,0.0375,0.0,0.232,0.554,129.976,4,Lower
2nLtzopw4rPReszdYBJU6h,Numb,Linkin Park,47,1,3,CA,2024-09-11,86,False,187520,Meteora,2003-09-16,0.488,0.87,6,-4.185,0,0.0421,0.00353,0.0,0.484,0.211,110.072,4,Higher
0rtDE9zfXbamTlRUSwY7zy,Belong Together,Mark Ambor,48,2,2,CA,2024-09-11,79,False,148317,Rockwood,2024-08-16,0.646,0.668,2,-5.203,1,0.0282,0.491,0.0,0.212,0.64,90.97,4,About_Average
1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,Taylor Swift,49,1,0,CA,2024-09-11,92,False,178426,Lover,2019-08-23,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,4,About_Average
51ZQ1vr10ffzbwIjDCwqm4,we can't be friends (wait for your love),Ariana Grande,50,0,0,CA,2024-09-11,89,False,228639,eternal sunshine,2024-03-08,0.645,0.646,5,-8.334,1,0.0427,0.0615,3.04e-05,0.074,0.295,115.842,4,About_Average
5G2f63n7IPVPPjfNIGih7Q,Taste,Sabrina Carpenter,1,1,1,CA,2024-09-10,94,False,157279,Short n' Sweet,2024-08-23,0.674,0.907,3,-4.086,1,0.064,0.101,0.0,0.297,0.721,112.964,4,Higher
5fZJQrFKWQLb7FpJXZ1g7K,A Bar Song (Tipsy),Shaboozey,2,-1,-1,CA,2024-09-10,88,True,171291,"Where I've Been, Isn't Where I'm Going",2024-05-31,0.722,0.706,9,-4.857,1,0.0292,0.072,0.0,0.067,0.599,80.969,4,About_Average
2plbrEY59IikOBgBGLjaoe,Die With A Smile,"Lady Gaga, Bruno Mars",3,0,4,CA,2024-09-10,97,False,251667,Die With A Smile,2024-08-16,0.521,0.592,6,-7.777,0,0.0304,0.308,0.0,0.122,0.535,157.969,3,Lower
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,4,0,2,CA,2024-09-10,100,False,210373,HIT ME HARD AND SOFT,2024-05-17,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4,About_Average
5IZXB5IKAD2qlvTPJYDCFB,I Had Some Help (Feat. Morgan Wallen),"Post Malone, Morgan Wallen",5,0,-2,CA,2024-09-10,85,True,178205,F-1 Trillion,2024-08-15,0.644,0.874,0,-4.723,1,0.0265,0.0113,0.0,0.227,0.753,128.017,4,Higher
2qSkIjg1o9h3YT9RAgYN75,Espresso,Sabrina Carpenter,6,0,-2,CA,2024-09-10,97,True,175459,Espresso,2024-04-12,0.701,0.76,0,-5.478,1,0.0285,0.107,6.54e-05,0.185,0.69,103.969,4,About_Average
0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",Chappell Roan,7,0,1,CA,2024-09-10,97,False,218423,"Good Luck, Babe!",2024-04-05,0.7,0.582,11,-5.96,0,0.0356,0.0502,0.0,0.0881,0.785,116.712,4,Lower
5N3hjp1WNayUPZrA8kJmJP,Please Please Please,Sabrina Carpenter,8,0,-3,CA,2024-09-10,97,True,186365,Please Please Please,2024-06-06,0.669,0.586,9,-6.073,1,0.054,0.274,0.0,0.104,0.579,107.071,4,About_Average
3xkHsmpQCBMytMJNiDf3Ii,Beautiful Things,Benson Boone,9,0,0,CA,2024-09-10,91,False,180304,Fireworks & Rollerblades,2024-04-05,0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,3,Lower
1UHS8Rf6h5Ar3CDWRd3wjF,Bed Chem,Sabrina Carpenter,10,1,0,CA,2024-09-10,90,False,171869,Short n' Sweet,2024-08-23,0.739,0.727,11,-5.968,0,0.0426,0.0678,0.0,0.104,0.676,94.99,4,Lower
2PnlsTsOTLE5jnBnNe2K0A,The Emptiness Machine,Linkin Park,11,1,39,CA,2024-09-10,84,True,190427,The Emptiness Machine,2024-09-05,0.466,0.872,7,-3.344,1,0.0336,0.0156,0.0,0.121,0.806,184.115,4,Higher
2uqYupMHANxnwgeiXTZXzd,Austin (Boots Stop Workin'),Dasha,12,-2,-1,CA,2024-09-10,91,True,171782,What Happens Now?,2024-02-16,0.756,0.672,0,-6.743,1,0.0522,0.464,3.37e-06,0.108,0.739,114.935,4,About_Average
0AjmK0Eai4zGrLaJwPvrDp,Too Sweet,Hozier,13,37,37,CA,2024-09-10,82,False,251424,Unreal Unearth: Unheard,2024-03-22,0.741,0.62,10,-5.505,1,0.0412,0.0295,0.000809,0.0398,0.934,117.038,4,Higher
0mflMxspEfB0VbI1kyLiAv,Stick Season,Noah Kahan,14,1,3,CA,2024-09-10,89,False,182346,Stick Season,2022-10-14,0.664,0.5,9,-6.935,1,0.0651,0.799,0.0,0.0966,0.801,117.896,4,Higher
4KULAymBBJcPRpk1yO4dOG,I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",15,2,4,CA,2024-09-10,88,False,227195,Zach Bryan,2023-08-25,0.429,0.453,0,-7.746,1,0.0459,0.554,2e-06,0.102,0.155,77.639,4,Lower
6GG4yyk3UATdBfTHVgI8PB,Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,16,0,-2,CA,2024-09-10,86,False,210950,Ain't No Love In Oklahoma (From Twisters: The Album),2024-05-16,0.487,0.658,5,-9.973,1,0.0296,0.00877,0.00777,0.1,0.282,142.18,4,About_Average
6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,Kendrick Lamar,17,1,-1,CA,2024-09-10,94,True,274192,Not Like Us,2024-05-04,0.898,0.472,1,-7.001,1,0.0776,0.0107,0.0,0.141,0.214,101.061,4,Higher
17phhZDn6oGtzMe56NuWvj,Lose Control,Teddy Swims,18,-4,-5,CA,2024-09-10,91,False,210688,I've Tried Everything But Therapy (Part 1),2023-09-15,0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,3,Lower
4ZJ4vzLQekI0WntDbanNC7,Pink Skies,Zach Bryan,19,0,-1,CA,2024-09-10,88,False,194920,Pink Skies,2024-05-24,0.525,0.488,0,-6.909,1,0.038,0.191,5.14e-05,0.135,0.253,84.999,4,About_Average
0UYnhUfnUj5adChuAXvLUB,Sailor Song,Gigi Perez,20,7,25,CA,2024-09-10,87,False,211978,Sailor Song,2024-07-26,0.492,0.416,11,-10.439,1,0.0254,0.686,8.61e-05,0.203,0.297,94.926,4,Higher
0OA00aPt3BV10qeMIs3meW,Big Dawgs,"Hanumankind, Kalmi",21,-1,-6,CA,2024-09-10,93,True,190666,Big Dawgs,2024-07-09,0.464,0.745,4,-3.202,0,0.161,0.0235,0.0,0.363,0.262,180.098,4,Higher
4xdBrk0nFZaP54vvZj0yx7,HOT TO GO!,Chappell Roan,22,-1,-2,CA,2024-09-10,92,False,184841,The Rise and Fall of a Midwest Princess,2023-09-22,0.742,0.757,6,-4.981,1,0.0421,0.0187,0.0,0.305,0.957,139.982,4,Higher
5AJ9hqTS2wcFQCELCFRO7A,MILLION DOLLAR BABY,Tommy Richman,23,-1,-1,CA,2024-09-10,93,False,155151,MILLION DOLLAR BABY,2024-04-26,0.852,0.697,1,-5.52,0,0.0439,0.0973,0.00037,0.0678,0.919,138.029,4,Higher
3Pbp7cUCx4d3OAkZSCoNvn,Scared To Start,Michael Marcagi,24,2,5,CA,2024-09-10,88,False,159636,Scared To Start,2024-01-12,0.527,0.551,7,-11.258,1,0.0345,0.384,2.75e-06,0.403,0.443,148.035,4,Higher
3Vr3zh0r7ALn8VLqCiRR10,Stargazing,Myles Smith,25,-2,0,CA,2024-09-10,92,False,172533,Stargazing,2024-05-10,0.635,0.601,1,-6.129,0,0.0295,0.246,0.0,0.11,0.332,123.994,4,Lower
3WOhcATHxK2SLNeP5W3v1v,Guess featuring Billie Eilish,"Charli xcx, Billie Eilish",26,-1,24,CA,2024-09-10,92,False,143330,Guess featuring Billie Eilish,2024-08-01,0.776,0.667,7,-6.622,1,0.0983,0.0146,0.3,0.0761,0.618,130.019,4,Higher
51rfRCiUSvxXlCSCfIztBy,"I Love You, I'm Sorry",Gracie Abrams,27,7,19,CA,2024-09-10,88,True,157146,The Secret of Us,2024-06-21,0.53,0.406,10,-7.507,1,0.033,0.656,0.0,0.133,0.338,115.94,3,Lower
5iJKGpnFfvbjZJeAtwXfCj,28,Zach Bryan,28,1,2,CA,2024-09-10,86,False,233333,The Great American Bar Scene,2024-07-04,0.492,0.519,7,-6.886,1,0.0288,0.227,8.47e-05,0.0693,0.435,80.868,3,Lower
3WMj8moIAXJhHsyLaqIIHI,Something in the Orange,Zach Bryan,29,-1,-2,CA,2024-09-10,87,False,228013,Something in the Orange,2022-04-22,0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,3,Lower
